,Date,Time,Open,High,Low,Close,Total Volume,Period Volume
2178,2008-06-09,13:19:00,136.17,136.33,136.17,136.29,112467326.0,1163707.0
2179,2008-06-09,13:20:00,136.3,136.35,136.28,136.32,113222241.0,753015.0
2180,2008-06-09,13:21:00,136.32,136.35,136.29,136.35,113696260.0,474019.0
2181,2008-06-09,13:22:00,136.35,136.36,136.21,136.26,114472289.0,776029.0
2182,2008-06-09,13:23:00,136.26,136.27,136.11,136.12,115286625.0,814336.0
2183,2008-06-09,13:24:00,136.12,136.22,136.11,136.2,115618644.0,307019.0
2184,2008-06-09,13:25:00,136.2,136.21,136.16,136.19,115983331.0,364687.0
2185,2008-06-09,13:26:00,136.19,136.28,136.19,136.25,116588228.0,604897.0
2186,2008-06-09,13:27:00,136.26,136.37,136.24,136.32,116903013.0,314785.0
2187,2008-06-09,13:28:00,136.32,136.42,136.32,136.38,117561697.0,658684.0
2188,2008-06-09,13:29:00,136.39,136.42,136.38,136.39,117710259.0,148562.0
2189,2008-06-09,13:30:00,136.39,136.42,136.33,136.39,118084068.0,371909.0
2190,2008-06-09,13:31:00,136.39,136.43,136.36,136.42,118279314.0,195246.0
2191,2008-06-09,13:32:00,136.42,136.5,136.42,136.5,120910165.0,431389.0
2192,2008-06-09,13:33:00,136.49,136.5,136.45,136.47,121162363.0,252198.0
2193,2008-06-09,13:34:00,136.49,136.49,136.4,136.4,121478913.0,316550.0
2194,2008-06-09,13:35:00,136.4,136.46,136.4,136.42,121573496.0,94583.0
2195,2008-06-09,13:36:00,136.41,136.46,136.4,136.44,121681773.0,108277.0
2196,2008-06-09,13:37:00,136.45,136.46,136.4,136.45,121810880.0,129107.0
2197,2008-06-09,13:38:00,136.45,136.46,136.39,136.43,122019967.0,209087.0
2198,2008-06-09,13:39:00,136.43,136.47,136.39,136.45,122155214.0,135247.0
2199,2008-06-09,13:40:00,136.46,136.51,136.46,136.47,122258070.0,100856.0
2200,2008-06-09,13:41:00,136.47,136.49,136.39,136.45,122552428.0,294358.0
2201,2008-06-09,13:42:00,136.46,136.47,136.25,136.29,123089796.0,537517.0
2202,2008-06-09,13:43:00,136.29,136.34,136.24,136.3,123464704.0,374908.0
2203,2008-06-09,13:44:00,136.3,136.35,136.25,136.33,123796163.0,331359.0
2204,2008-06-09,13:45:00,136.33,136.44,136.3,136.4,124131660.0,335497.0
2205,2008-06-09,13:46:00,136.4,136.41,136.28,136.31,124374950.0,243290.0
2206,2008-06-09,13:47:00,136.32,136.4,136.26,136.39,124993675.0,618725.0
2207,2008-06-09,13:48:00,136.38,136.39,136.31,136.32,125274199.0,280424.0
2208,2008-06-09,13:49:00,136.32,136.4,136.28,136.29,125463244.0,189045.0
2209,2008-06-09,13:50:00,136.29,136.31,136.13,136.15,125909293.0,443949.0
2210,2008-06-09,13:51:00,136.15,136.16,136.0,136.02,126496419.0,587126.0
2211,2008-06-09,13:52:00,136.03,136.03,135.93,135.96,127532235.0,1035816.0
2212,2008-06-09,13:53:00,135.96,136.01,135.93,135.95,128370751.0,788516.0
2213,2008-06-09,13:54:00,135.96,136.0,135.82,135.86,128856683.0,485932.0
2214,2008-06-09,13:55:00,135.86,135.97,135.85,135.92,130090202.0,1233519.0
2215,2008-06-09,13:56:00,135.92,135.95,135.88,135.91,130880035.0,589833.0
2216,2008-06-09,13:57:00,135.91,135.93,135.84,135.88,131257608.0,378573.0
2217,2008-06-09,13:58:00,135.88,136.05,135.87,136.05,131815404.0,557396.0
2218,2008-06-09,13:59:00,136.05,136.1,136.01,136.09,132297826.0,482422.0
2219,2008-06-09,14:00:00,136.08,136.11,135.99,136.02,132941876.0,641950.0
2220,2008-06-09,14:01:00,136.01,136.02,135.89,135.93,133488926.0,547050.0
2221,2008-06-09,14:02:00,135.93,136.0,135.87,136.0,134629258.0,1140332.0
2222,2008-06-09,14:03:00,136.0,136.05,135.87,135.97,135632504.0,1003246.0
2223,2008-06-09,14:04:00,135.98,136.04,135.94,136.04,136098448.0,465944.0
2224,2008-06-09,14:05:00,136.04,136.12,136.03,136.12,136495814.0,397366.0
2225,2008-06-09,14:06:00,136.11,136.12,136.01,136.01,136711867.0,216053.0
2226,2008-06-09,14:07:00,136.01,136.01,135.89,135.93,137262016.0,525149.0
2227,2008-06-09,14:08:00,135.93,136.01,135.84,135.86,137842846.0,580830.0
2228,2008-06-09,14:09:00,135.86,135.94,135.79,135.82,138987585.0,1144739.0
2229,2008-06-09,14:10:00,135.82,135.86,135.67,135.71,140699361.0,1709576.0
2230,2008-06-09,14:11:00,135.71,135.73,135.58,135.59,141793470.0,1094109.0
2231,2008-06-09,14:12:00,135.6,135.68,135.59,135.68,142731082.0,737612.0
2232,2008-06-09,14:13:00,135.68,135.8,135.66,135.77,143813522.0,1082340.0
2233,2008-06-09,14:14:00,135.77,135.81,135.74,135.8,144506786.0,693264.0
2234,2008-06-09,14:15:00,135.8,135.81,135.73,135.75,145025632.0,418746.0
2235,2008-06-09,14:16:00,135.75,135.78,135.64,135.68,145951534.0,925902.0
2236,2008-06-09,14:17:00,135.68,135.7,135.49,135.49,147279350.0,1327816.0
2237,2008-06-09,14:18:00,135.5,135.59,135.47,135.57,148832502.0,1553152.0
2238,2008-06-09,14:19:00,135.56,135.57,135.45,135.45,149430313.0,597811.0
2239,2008-06-09,14:20:00,135.46,135.59,135.41,135.59,151779603.0,2345690.0
2240,2008-06-09,14:21:00,135.59,135.59,135.49,135.51,152396151.0,616448.0
2241,2008-06-09,14:22:00,135.51,135.59,135.5,135.51,153094930.0,698779.0
2242,2008-06-09,14:23:00,135.51,135.6,135.5,135.59,153962446.0,867516.0
2243,2008-06-09,14:24:00,135.59,135.7,135.57,135.65,155624836.0,1662390.0
2244,2008-06-09,14:25:00,135.66,135.74,135.66,135.7,156523209.0,898373.0
2245,2008-06-09,14:26:00,135.71,135.77,135.67,135.72,157374416.0,851207.0
2246,2008-06-09,14:27:00,135.72,135.82,135.7,135.8,157826221.0,451705.0
2247,2008-06-09,14:28:00,135.8,135.98,135.79,135.94,158615572.0,789351.0
2248,2008-06-09,14:29:00,135.94,136.01,135.93,136.0,159370848.0,755176.0
2249,2008-06-09,14:30:00,136.0,136.05,135.97,135.97,160431843.0,588091.0
2250,2008-06-09,14:31:00,135.97,136.03,135.92,136.02,161040518.0,358675.0
2251,2008-06-09,14:32:00,136.02,136.04,135.99,136.01,161299099.0,258581.0
2252,2008-06-09,14:33:00,136.02,136.14,136.01,136.12,161823712.0,524513.0
2253,2008-06-09,14:34:00,136.13,136.23,136.11,136.11,163300150.0,1076438.0
2254,2008-06-09,14:35:00,136.11,136.15,136.04,136.07,164347979.0,1047829.0
2255,2008-06-09,14:36:00,136.07,136.09,135.97,136.04,164876194.0,527915.0
2256,2008-06-09,14:37:00,136.04,136.23,136.0,136.22,166156190.0,1279996.0
2257,2008-06-09,14:38:00,136.22,136.33,136.2,136.32,167893367.0,1737177.0
2258,2008-06-09,14:39:00,136.32,136.37,136.25,136.27,169294800.0,1401433.0
2259,2008-06-09,14:40:00,136.26,136.38,136.22,136.35,170308047.0,609247.0
2260,2008-06-09,14:41:00,136.35,136.36,136.19,136.2,170619030.0,310983.0
2261,2008-06-09,14:42:00,136.21,136.26,136.19,136.22,171155158.0,536128.0
2262,2008-06-09,14:43:00,136.2,136.22,136.08,136.11,171682739.0,527581.0
2263,2008-06-09,14:44:00,136.11,136.14,136.06,136.09,172130813.0,447788.0
2264,2008-06-09,14:45:00,136.08,136.11,135.94,135.99,172674103.0,543290.0
2265,2008-06-09,14:46:00,135.99,136.11,135.97,136.11,173191881.0,517778.0
2266,2008-06-09,14:47:00,136.11,136.2,136.05,136.2,173612447.0,420566.0
2267,2008-06-09,14:48:00,136.2,136.27,136.11,136.17,174963999.0,851552.0
2268,2008-06-09,14:49:00,136.17,136.22,136.11,136.18,175351947.0,387948.0
2269,2008-06-09,14:50:00,136.18,136.24,136.1,136.23,175741756.0,385609.0
2270,2008-06-09,14:51:00,136.22,136.25,136.09,136.16,176076090.0,334334.0
2271,2008-06-09,14:52:00,136.15,136.26,136.12,136.23,176501793.0,425703.0
2272,2008-06-09,14:53:00,136.23,136.24,136.1,136.14,177062104.0,560311.0
2273,2008-06-09,14:54:00,136.13,136.16,135.91,136.04,177778543.0,716439.0
2274,2008-06-09,14:55:00,136.03,136.08,135.86,135.88,178511475.0,732932.0
2275,2008-06-09,14:56:00,135.88,136.01,135.83,135.97,180292127.0,1780552.0
2276,2008-06-09,14:57:00,135.96,136.06,135.95,136.04,181045170.0,753043.0
2277,2008-06-09,14:58:00,136.04,136.08,135.84,136.08,181230446.0,185276.0
2278,2008-06-09,14:59:00,136.07,136.08,135.88,135.88,181441103.0,210657.0
2279,2008-06-09,15:00:00,135.88,135.96,135.83,135.87,182605592.0,1160189.0
2280,2008-06-09,15:01:00,135.87,135.91,135.83,135.89,182884757.0,278865.0
2281,2008-06-09,15:02:00,135.89,135.89,135.79,135.79,183084308.0,199551.0
2282,2008-06-09,15:03:00,135.8,135.93,135.76,135.91,184514205.0,1429897.0
2283,2008-06-09,15:04:00,135.91,135.96,135.8,135.8,184923874.0,409669.0
2284,2008-06-09,15:05:00,135.81,135.85,135.62,135.65,186526521.0,1602547.0
2285,2008-06-09,15:06:00,135.65,135.69,135.61,135.66,186995368.0,468847.0
2286,2008-06-09,15:07:00,135.66,135.7,135.66,135.66,187372814.0,177446.0
2287,2008-06-09,15:08:00,135.66,135.67,135.56,135.66,188442096.0,1069282.0
2288,2008-06-09,15:09:00,135.66,135.75,135.6,135.73,189349405.0,907309.0
2289,2008-06-09,15:10:00,135.74,136.0,135.62,135.65,190504259.0,1153754.0
2290,2008-06-09,15:11:00,135.66,135.73,135.63,135.7,191066818.0,562459.0
2291,2008-06-09,15:12:00,135.69,135.78,135.66,135.73,191747269.0,680451.0
2292,2008-06-09,15:13:00,135.73,135.89,135.73,135.74,192219806.0,472537.0
2293,2008-06-09,15:14:00,135.74,135.91,135.7,135.88,192502911.0,283105.0
2294,2008-06-09,15:15:00,135.88,135.91,135.83,135.83,192653535.0,150624.0
2295,2008-06-09,15:16:00,135.83,135.95,135.82,135.89,192886696.0,233161.0
2296,2008-06-09,15:17:00,135.89,135.95,135.83,135.83,193235619.0,348923.0
2297,2008-06-09,15:18:00,135.83,135.86,135.75,135.77,193603924.0,368305.0
2298,2008-06-09,15:19:00,135.77,135.83,135.72,135.81,193950425.0,346501.0
2299,2008-06-09,15:20:00,135.81,135.92,135.73,135.89,194258395.0,303170.0
2300,2008-06-09,15:21:00,135.89,135.94,135.89,135.94,194675101.0,316706.0
2301,2008-06-09,15:22:00,135.94,136.16,135.94,136.15,196074696.0,1399495.0
2302,2008-06-09,15:23:00,136.15,136.17,136.01,136.02,196376570.0,301874.0
2303,2008-06-09,15:24:00,136.01,136.02,135.86,135.87,197448048.0,971478.0
2304,2008-06-09,15:25:00,135.87,135.91,135.77,135.9,198225423.0,777375.0
2305,2008-06-09,15:26:00,135.9,135.93,135.8,135.81,198847005.0,588282.0
2306,2008-06-09,15:27:00,135.81,135.99,135.76,135.91,199215740.0,368735.0
2307,2008-06-09,15:28:00,135.9,135.91,135.78,135.82,199451613.0,235773.0
2308,2008-06-09,15:29:00,135.83,135.88,135.68,135.75,199854240.0,399527.0
2309,2008-06-09,15:30:00,135.74,135.89,135.74,135.86,200261871.0,406231.0
2310,2008-06-09,15:31:00,135.86,136.07,135.86,136.01,200956546.0,694675.0
2311,2008-06-09,15:32:00,136.01,136.02,135.94,135.95,201734704.0,778158.0
2312,2008-06-09,15:33:00,135.95,136.08,135.9,136.08,202440238.0,705534.0
2313,2008-06-09,15:34:00,136.07,136.11,136.05,136.08,202810623.0,370385.0
2314,2008-06-09,15:35:00,136.07,136.17,136.06,136.1,203675780.0,820157.0
2315,2008-06-09,15:36:00,136.11,136.15,136.06,136.14,204302488.0,226708.0
2316,2008-06-09,15:37:00,136.14,136.21,136.12,136.19,204938810.0,636322.0
2317,2008-06-09,15:38:00,136.19,136.27,136.15,136.19,205742178.0,803368.0
2318,2008-06-09,15:39:00,136.18,136.19,136.03,136.06,206469839.0,727661.0
2319,2008-06-09,15:40:00,136.06,136.12,136.02,136.08,207153953.0,632714.0
2320,2008-06-09,15:41:00,136.07,136.13,136.03,136.11,207571619.0,417566.0
2321,2008-06-09,15:42:00,136.11,136.47,136.09,136.44,208693018.0,1121399.0
2322,2008-06-09,15:43:00,136.44,136.56,136.43,136.55,209697879.0,1004861.0
2323,2008-06-09,15:44:00,136.55,136.59,136.45,136.51,210458518.0,760639.0
2324,2008-06-09,15:45:00,136.5,136.59,136.0,136.57,211052056.0,593538.0
2325,2008-06-09,15:46:00,136.57,136.66,136.55,136.65,211987716.0,935660.0
2326,2008-06-09,15:47:00,136.65,136.66,136.58,136.61,212914480.0,926764.0
2327,2008-06-09,15:48:00,136.61,136.66,136.57,136.6,214031834.0,717354.0
2328,2008-06-09,15:49:00,136.6,136.61,136.48,136.56,214572064.0,540230.0
2329,2008-06-09,15:50:00,136.55,136.59,136.53,136.58,214998791.0,418927.0
2330,2008-06-09,15:51:00,136.57,136.63,136.52,136.6,215431646.0,432855.0
2331,2008-06-09,15:52:00,136.59,136.7,136.59,136.68,216681597.0,1249951.0
2332,2008-06-09,15:53:00,136.68,136.73,136.66,136.72,217076514.0,394917.0
2333,2008-06-09,15:54:00,136.71,136.75,136.55,136.55,218101848.0,1025334.0
2334,2008-06-09,15:55:00,136.55,136.59,136.53,136.57,218624049.0,522201.0
2335,2008-06-09,15:56:00,136.57,136.62,136.56,136.6,218977277.0,353228.0
2336,2008-06-09,15:57:00,136.59,136.6,136.52,136.52,219416429.0,439152.0
2337,2008-06-09,15:58:00,136.52,136.56,136.5,136.54,220192842.0,776413.0
2338,2008-06-09,15:59:00,136.54,136.58,136.53,136.56,220665496.0,422654.0
2339,2008-06-09,16:00:00,136.55,136.66,136.54,136.63,221665901.0,1000405.0
2340,2008-06-10,09:31:00,135.67,135.77,135.66,135.69,10707626.0,476308.0
2341,2008-06-10,09:32:00,135.7,135.7,135.57,135.58,11810830.0,1028204.0
2342,2008-06-10,09:33:00,135.59,135.62,135.52,135.58,12718102.0,750272.0
2343,2008-06-10,09:34:00,135.58,135.63,135.58,135.62,13355080.0,636978.0
2344,2008-06-10,09:35:00,135.63,135.64,135.52,135.55,14180785.0,825485.0
2345,2008-06-10,09:36:00,135.55,135.65,135.52,135.65,15394496.0,1213711.0
2346,2008-06-10,09:37:00,135.65,135.74,135.55,135.73,16972761.0,1578265.0
2347,2008-06-10,09:38:00,135.73,135.86,135.7,135.82,17920205.0,647444.0
2348,2008-06-10,09:39:00,135.82,135.82,135.7,135.77,19018405.0,1098200.0
2349,2008-06-10,09:40:00,135.76,135.78,135.69,135.71,19635331.0,616926.0
2350,2008-06-10,09:41:00,135.7,135.73,135.61,135.65,20604006.0,968675.0
2351,2008-06-10,09:42:00,135.65,135.71,135.61,135.62,21456150.0,852144.0
2352,2008-06-10,09:43:00,135.62,135.7,135.59,135.66,21916690.0,460540.0
2353,2008-06-10,09:44:00,135.66,135.84,135.63,135.81,22826132.0,909442.0
2354,2008-06-10,09:45:00,135.81,135.82,135.71,135.72,24053823.0,1227691.0
2355,2008-06-10,09:46:00,135.73,135.77,135.66,135.66,24822053.0,768230.0
2356,2008-06-10,09:47:00,135.66,135.7,135.54,135.6,26630599.0,1808546.0
2357,2008-06-10,09:48:00,135.61,135.77,135.57,135.77,28247735.0,1617136.0
2358,2008-06-10,09:49:00,135.77,135.93,135.76,135.92,29560423.0,1312688.0
2359,2008-06-10,09:50:00,135.91,135.96,135.88,135.96,30731738.0,1171315.0
2360,2008-06-10,09:51:00,135.96,136.01,135.91,135.99,32001061.0,769323.0
2361,2008-06-10,09:52:00,135.99,136.08,135.94,135.99,34032592.0,2031531.0
2362,2008-06-10,09:53:00,135.98,136.05,135.93,135.94,35109591.0,1076999.0
2363,2008-06-10,09:54:00,135.93,135.95,135.9,135.93,35932555.0,822964.0
2364,2008-06-10,09:55:00,135.93,135.95,135.86,135.87,36663615.0,731060.0
2365,2008-06-10,09:56:00,135.86,135.88,135.8,135.86,37775382.0,1111767.0
2366,2008-06-10,09:57:00,135.85,135.86,135.67,135.7,39165497.0,1390115.0
2367,2008-06-10,09:58:00,135.69,135.77,135.68,135.76,41549190.0,2333693.0
2368,2008-06-10,09:59:00,135.77,135.77,135.69,135.72,42079201.0,530011.0
2369,2008-06-10,10:00:00,135.72,135.78,135.7,135.78,42412518.0,332617.0
2370,2008-06-10,10:01:00,135.78,135.86,135.71,135.85,43130221.0,717703.0
2371,2008-06-10,10:02:00,135.85,135.85,135.75,135.76,43644299.0,514078.0
2372,2008-06-10,10:03:00,135.75,135.77,135.67,135.72,44249702.0,605403.0
2373,2008-06-10,10:04:00,135.72,135.74,135.65,135.71,45116494.0,866792.0
2374,2008-06-10,10:05:00,135.71,135.85,135.7,135.76,45558701.0,442207.0
2375,2008-06-10,10:06:00,135.76,135.78,135.7,135.78,45911260.0,352559.0
2376,2008-06-10,10:07:00,135.77,135.85,135.74,135.83,46421143.0,509883.0
2377,2008-06-10,10:08:00,135.83,135.85,135.78,135.82,46768291.0,347148.0
2378,2008-06-10,10:09:00,135.82,135.83,135.77,135.77,47070416.0,302125.0
2379,2008-06-10,10:10:00,135.77,135.85,135.7,135.84,47761331.0,690215.0
2380,2008-06-10,10:11:00,135.84,135.94,135.83,135.94,48332801.0,571470.0
2381,2008-06-10,10:12:00,135.94,136.01,135.91,135.95,49850210.0,1517409.0
2382,2008-06-10,10:13:00,135.94,136.05,135.94,136.0,50976573.0,1125563.0
2383,2008-06-10,10:14:00,136.0,136.14,135.99,136.13,52654225.0,1427652.0
2384,2008-06-10,10:15:00,136.14,136.36,136.13,136.31,54547482.0,1892957.0
2385,2008-06-10,10:16:00,136.31,136.32,136.25,136.31,55760400.0,1212918.0
2386,2008-06-10,10:17:00,136.31,136.38,136.25,136.37,57476796.0,1716396.0
2387,2008-06-10,10:18:00,136.37,136.51,136.37,136.44,59623192.0,2146396.0
2388,2008-06-10,10:19:00,136.44,136.47,136.41,136.44,61874184.0,1250992.0
2389,2008-06-10,10:20:00,136.45,136.5,136.43,136.46,63304880.0,1429996.0
2390,2008-06-10,10:21:00,136.47,136.47,136.35,136.36,64292749.0,987869.0
2391,2008-06-10,10:22:00,136.35,136.37,136.29,136.29,65178039.0,885290.0
2392,2008-06-10,10:23:00,136.29,136.31,136.25,136.29,65689265.0,511226.0
2393,2008-06-10,10:24:00,136.3,136.36,136.27,136.33,66314473.0,623008.0
2394,2008-06-10,10:25:00,136.33,136.35,136.27,136.34,66586591.0,272118.0
2395,2008-06-10,10:26:00,136.34,136.46,136.32,136.41,67131734.0,545143.0
2396,2008-06-10,10:27:00,136.41,136.44,136.39,136.39,67591190.0,459456.0
2397,2008-06-10,10:28:00,136.39,136.39,136.27,136.28,68328213.0,737023.0
2398,2008-06-10,10:29:00,136.28,136.34,136.25,136.33,68888041.0,559828.0
2399,2008-06-10,10:30:00,136.32,136.42,136.32,136.34,69220574.0,331833.0
2400,2008-06-10,10:31:00,136.34,136.35,136.24,136.24,69866728.0,646154.0
2401,2008-06-10,10:32:00,136.24,136.31,136.19,136.28,70293539.0,426811.0
2402,2008-06-10,10:33:00,136.28,136.39,136.28,136.36,70512492.0,218953.0
2403,2008-06-10,10:34:00,136.35,136.38,136.28,136.35,70716245.0,203753.0
2404,2008-06-10,10:35:00,136.35,136.35,136.2,136.21,70988471.0,272226.0
2405,2008-06-10,10:36:00,136.21,136.21,135.99,136.02,71979424.0,990953.0
2406,2008-06-10,10:37:00,136.02,136.06,136.0,136.04,73164757.0,635333.0
2407,2008-06-10,10:38:00,136.04,136.1,135.99,136.05,73510627.0,345870.0
2408,2008-06-10,10:39:00,136.05,136.08,136.0,136.08,73903177.0,392550.0
2409,2008-06-10,10:40:00,136.08,136.14,136.07,136.12,74358387.0,454510.0
2410,2008-06-10,10:41:00,136.12,136.13,136.06,136.07,74723349.0,364962.0
2411,2008-06-10,10:42:00,136.06,136.06,135.97,136.04,75185085.0,461736.0
2412,2008-06-10,10:43:00,136.04,136.04,135.93,136.01,75690612.0,505527.0
2413,2008-06-10,10:44:00,136.01,136.09,135.96,136.07,76090586.0,399974.0
2414,2008-06-10,10:45:00,136.08,136.16,136.08,136.16,76424347.0,332461.0
2415,2008-06-10,10:46:00,136.15,136.21,136.12,136.17,77000735.0,576388.0
2416,2008-06-10,10:47:00,136.17,136.17,136.08,136.1,77288603.0,287868.0
2417,2008-06-10,10:48:00,136.1,136.21,136.09,136.18,77628426.0,339823.0
2418,2008-06-10,10:49:00,136.18,136.28,136.18,136.24,78240716.0,612290.0
2419,2008-06-10,10:50:00,136.24,136.28,136.21,136.25,78612575.0,371859.0
2420,2008-06-10,10:51:00,136.25,136.25,136.16,136.22,78970980.0,258405.0
2421,2008-06-10,10:52:00,136.21,136.22,136.08,136.11,79463529.0,492549.0
2422,2008-06-10,10:53:00,136.12,136.18,136.06,136.08,79934598.0,471069.0
2423,2008-06-10,10:54:00,136.08,136.1,136.03,136.1,80283472.0,348874.0
2424,2008-06-10,10:55:00,136.09,136.12,136.03,136.1,80559820.0,276348.0
2425,2008-06-10,10:56:00,136.1,136.1,136.04,136.04,80709063.0,149243.0
2426,2008-06-10,10:57:00,136.04,136.22,135.9,136.01,81373920.0,664857.0
2427,2008-06-10,10:58:00,136.0,136.08,135.93,136.08,82195398.0,821478.0
2428,2008-06-10,10:59:00,136.08,136.32,136.08,136.28,82976854.0,781456.0
2429,2008-06-10,11:00:00,136.28,136.29,136.06,136.07,84273263.0,1296409.0
2430,2008-06-10,11:01:00,136.08,136.26,136.07,136.25,84890806.0,617543.0
2431,2008-06-10,11:02:00,136.26,136.35,136.24,136.26,85478184.0,587378.0
2432,2008-06-10,11:03:00,136.27,136.27,136.14,136.14,86000287.0,522103.0
2433,2008-06-10,11:04:00,136.15,136.17,135.93,135.97,86980433.0,980146.0
2434,2008-06-10,11:05:00,135.97,135.99,135.77,135.85,87874661.0,894228.0
2435,2008-06-10,11:06:00,135.85,135.87,135.75,135.82,88720390.0,845729.0
2436,2008-06-10,11:07:00,135.82,135.91,135.73,135.73,89751195.0,1030805.0
2437,2008-06-10,11:08:00,135.73,135.88,135.72,135.88,91145576.0,1394381.0
2438,2008-06-10,11:09:00,135.87,135.93,135.84,135.91,91718646.0,573070.0
2439,2008-06-10,11:10:00,135.92,135.92,135.75,135.9,92595743.0,877097.0
2440,2008-06-10,11:11:00,135.9,136.02,135.85,136.01,93502396.0,906653.0
2441,2008-06-10,11:12:00,136.01,136.03,135.9,135.9,94210979.0,506883.0
2442,2008-06-10,11:13:00,135.9,135.99,135.89,135.93,94618343.0,407364.0
2443,2008-06-10,11:14:00,135.93,136.0,135.92,135.96,96791280.0,171137.0
2444,2008-06-10,11:15:00,135.96,135.98,135.9,135.93,94953858.0,164378.0
2445,2008-06-10,11:16:00,135.94,136.01,135.91,135.93,97535623.0,578665.0
2446,2008-06-10,11:17:00,135.93,136.03,135.92,135.96,97824157.0,238534.0
2447,2008-06-10,11:18:00,135.96,136.07,135.95,136.03,98340539.0,516382.0
2448,2008-06-10,11:19:00,136.03,136.05,136.0,136.03,98469694.0,129155.0
2449,2008-06-10,11:20:00,136.03,136.08,136.0,136.05,98960305.0,490611.0
2450,2008-06-10,11:21:00,136.04,136.1,136.04,136.08,99300684.0,340379.0
2451,2008-06-10,11:22:00,136.08,136.08,136.01,136.03,99501344.0,200660.0
2452,2008-06-10,11:23:00,136.03,136.05,135.97,135.98,100039280.0,537936.0
2453,2008-06-10,11:24:00,135.98,136.06,135.97,136.06,100457268.0,417288.0
2454,2008-06-10,11:25:00,136.06,136.11,136.03,136.08,100740301.0,283033.0
2455,2008-06-10,11:26:00,136.09,136.16,136.04,136.1,101297418.0,557117.0
2456,2008-06-10,11:27:00,136.1,136.16,135.99,136.03,101966822.0,669404.0
2457,2008-06-10,11:28:00,136.04,136.04,135.97,135.99,102445861.0,379039.0
2458,2008-06-10,11:29:00,135.99,136.01,135.95,135.95,102666413.0,220552.0
2459,2008-06-10,11:30:00,135.95,136.0,135.9,135.96,103827504.0,1158591.0
2460,2008-06-10,11:31:00,135.96,136.02,135.92,135.98,104225381.0,397877.0
2461,2008-06-10,11:32:00,135.99,136.06,135.97,136.03,104526188.0,300807.0
2462,2008-06-10,11:33:00,136.04,136.09,135.91,135.94,105648190.0,1122002.0
2463,2008-06-10,11:34:00,135.95,135.98,135.87,135.89,106718274.0,1070084.0
2464,2008-06-10,11:35:00,135.89,135.99,135.89,135.96,107663727.0,945453.0
2465,2008-06-10,11:36:00,135.97,136.0,135.92,135.96,107884415.0,220688.0
2466,2008-06-10,11:37:00,135.97,136.0,135.96,135.97,108043639.0,159224.0
2467,2008-06-10,11:38:00,135.97,136.0,135.87,135.94,108659340.0,615701.0
2468,2008-06-10,11:39:00,135.95,136.05,135.92,135.99,109978498.0,1317658.0
2469,2008-06-10,11:40:00,135.98,136.08,135.97,136.01,110845313.0,866815.0
2470,2008-06-10,11:41:00,136.01,136.09,136.0,136.07,111279555.0,434242.0
2471,2008-06-10,11:42:00,136.08,136.11,136.04,136.1,111602591.0,323036.0
2472,2008-06-10,11:43:00,136.11,136.26,136.1,136.23,113542369.0,1939778.0
2473,2008-06-10,11:44:00,136.23,136.36,136.23,136.33,114638031.0,595662.0
2474,2008-06-10,11:45:00,136.33,136.45,136.31,136.44,115865369.0,1227338.0
2475,2008-06-10,11:46:00,136.45,136.55,136.43,136.52,117287226.0,1421857.0
2476,2008-06-10,11:47:00,136.53,136.57,136.43,136.5,118522725.0,1235499.0
2477,2008-06-10,11:48:00,136.5,136.57,136.48,136.55,119614533.0,1091808.0
2478,2008-06-10,11:49:00,136.55,136.68,136.5,136.51,120519480.0,904947.0
2479,2008-06-10,11:50:00,136.51,136.54,136.43,136.45,121005574.0,486094.0
2480,2008-06-10,11:51:00,136.45,136.53,136.45,136.47,121739495.0,732621.0
2481,2008-06-10,11:52:00,136.47,136.47,136.25,136.25,123006666.0,1267171.0
2482,2008-06-10,11:53:00,136.26,136.35,136.26,136.27,123443468.0,435402.0
2483,2008-06-10,11:54:00,136.26,136.54,136.17,136.2,124021690.0,578222.0
2484,2008-06-10,11:55:00,136.2,136.24,136.19,136.21,124125319.0,102329.0
2485,2008-06-10,11:56:00,136.21,136.31,136.21,136.3,124443580.0,318261.0
2486,2008-06-10,11:57:00,136.3,136.31,136.18,136.19,125003099.0,558419.0
2487,2008-06-10,11:58:00,136.2,136.23,136.11,136.21,125730052.0,726953.0
2488,2008-06-10,11:59:00,136.22,136.22,136.17,136.19,126077407.0,346255.0
2489,2008-06-10,12:00:00,136.19,136.23,136.17,136.22,126318510.0,241103.0
2490,2008-06-10,12:01:00,136.22,136.27,136.21,136.22,126876546.0,558036.0
2491,2008-06-10,12:02:00,136.22,136.22,136.09,136.09,127219213.0,342667.0
2492,2008-06-10,12:03:00,136.1,136.12,135.99,136.09,127829873.0,610660.0
2493,2008-06-10,12:04:00,136.09,136.12,136.03,136.05,128390390.0,560517.0
2494,2008-06-10,12:05:00,136.05,136.18,136.04,136.17,128705200.0,314810.0
2495,2008-06-10,12:06:00,136.17,136.2,136.16,136.18,128967706.0,262506.0
2496,2008-06-10,12:07:00,136.17,136.21,136.14,136.19,129118672.0,150966.0
2497,2008-06-10,12:08:00,136.19,136.23,136.17,136.21,129228422.0,108550.0
2498,2008-06-10,12:09:00,136.21,136.28,136.19,136.26,129379716.0,151294.0
2499,2008-06-10,12:10:00,136.25,136.3,136.17,136.17,129667881.0,286965.0
2500,2008-06-10,12:11:00,136.17,136.34,136.17,136.32,130302873.0,634992.0
